"Id","BldgType","MasVnrType_clean","MasVnrArea_clean","ExterQual","CentralAir","1stFlrSF","GrLivArea","KitchenQual_clean","GarageArea_clean","PavedDrive","WoodDeckSF","OpenPorchSF","MSSubClass_agrup","MSZoning_agrup","Condition1","HouseStyle","antiguedad","reforma","averagePrice_surface"
1440,"1Fam","BrkFace",96,"TA","Y",1040,1725,"TA",550,"Y",0,88,"60","RL","Norm","SLvl",41,41,114.202898550725
1441,"1Fam","None",0,"TA","Y",1423,2555,"TA",672,"Y",431,0,"70","RL","Norm","2.5Fin",98,26,74.7553816046967
1442,"TwnhsE","BrkFace",147,"Gd","Y",848,848,"Gd",420,"Y",149,0,"120","RM","Norm","1Story",16,16,176.061320754717
1443,"1Fam","Stone",160,"Ex","Y",1026,2007,"Ex",812,"Y",168,52,"60","FV","Norm","2Story",12,12,154.459392127554
1444,"1Fam","None",0,"TA","N",952,952,"Fa",192,"P",0,98,"30","RL","Norm","1.5Unf",104,70,127.100840336134
1445,"1Fam","BrkFace",106,"Gd","Y",1422,1422,"Gd",626,"Y",192,60,"20","RL","Norm","1Story",16,16,126.300984528833
1446,"1Fam","None",0,"TA","Y",913,913,"TA",240,"Y",0,0,"OTHERS","RL","Norm","SFoyer",54,54,141.292442497262
1447,"1Fam","BrkFace",189,"TA","Y",1188,1188,"TA",312,"P",261,39,"20","RL","Norm","1Story",58,58,132.912457912458
1448,"1Fam","BrkFace",438,"Gd","Y",1220,2090,"Gd",556,"Y",0,65,"60","RL","Norm","2Story",25,24,114.832535885167
1449,"1Fam","None",0,"TA","N",796,1346,"TA",384,"Y",168,24,"50","RL","Norm","2Story",110,20,83.2095096582467
1450,"Twnhs","None",0,"TA","Y",630,630,"Ex",0,"Y",0,0,"OTHERS","RM","Norm","SFoyer",50,50,146.031746031746
1451,"Duplex","None",0,"TA","Y",896,1792,"TA",0,"Y",32,45,"90","RL","Norm","2Story",46,46,75.8928571428571
1452,"1Fam","Stone",194,"Gd","Y",1578,1578,"Ex",840,"Y",0,36,"20","RL","Norm","1Story",12,11,181.932826362484
1453,"TwnhsE","BrkFace",80,"TA","Y",1072,1072,"TA",525,"Y",0,28,"OTHERS","RM","Norm","SLvl",15,15,135.261194029851
1454,"1Fam","None",0,"TA","Y",1140,1140,"TA",0,"Y",36,56,"20","RL","Norm","1Story",14,14,74.1228070175439
1455,"1Fam","None",0,"Gd","Y",1221,1221,"Gd",400,"Y",0,113,"20","FV","Norm","1Story",16,15,151.515151515152
1456,"1Fam","None",0,"TA","Y",953,1647,"TA",460,"Y",0,40,"60","RL","Norm","2Story",21,20,106.253794778385
1457,"1Fam","Stone",119,"TA","Y",2073,2073,"TA",500,"Y",349,0,"20","RL","Norm","1Story",42,32,101.302460202605
1458,"1Fam","None",0,"Ex","Y",1188,2340,"Gd",252,"Y",0,60,"70","RL","Norm","2Story",79,14,113.888888888889
1459,"1Fam","None",0,"TA","Y",1078,1078,"Gd",240,"Y",366,0,"20","RL","Norm","1Story",70,24,131.841372912801
1460,"1Fam","None",0,"Gd","Y",1256,1256,"TA",276,"Y",736,68,"20","RL","Norm","1Story",55,55,117.436305732484
